ville,prix,surface,quartier,type_bien,nb_chambres,nb_salle_de_bain,url_annonce,source
Casablanca,1200.0,80.0,Abdelmoumen,Maison,3,1,https://www.avito.ma/fr/abdelmoumen/maisons/Maison_Opportunit%C3%A9_unique_57154105.htm,Avito
Casablanca,2000.0,80.0,2 Mars,Appartement,3,1,https://www.avito.ma/fr/2_mars/appartements/Appartement_Opportunit%C3%A9_unique_57154097.htm,Avito
Casablanca,9500.0,87.0,Bourgogne,Maison,3,1,https://www.avito.ma/fr/bourgogne/appartements/Appt_87m2_pour_LLD_meubl%C3%A9_57154039.htm,Avito
Casablanca,1200.0,80.0,Bourgogne,Appartement,3,1,https://www.avito.ma/fr/bourgogne/appartements/Appartement_Endroit_sophistiqu%C3%A9_57154033.htm,Avito
Casablanca,1200.0,80.0,Ben M'sick,Appartement,3,1,https://www.avito.ma/fr/ben_m_sick/appartements/Appartement_Endroit_calme_57154031.htm,Avito
Rabat,12500.0,102.0,Hay Riad,Appartement,4,1,https://www.avito.ma/fr/hay_riad/appartements/superbe_appartement_pour_location_longue_dur%C3%A9e_57031983.htm,Avito
Casablanca,1200.0,80.0,Ben Ejdia,Appartement,3,1,https://www.avito.ma/fr/ben_ejdia/appartements/Appartement_moyen_standing_57154021.htm,Avito
Casablanca,4500.0,55.0,Roches Noires,Appartement,3,1,https://www.avito.ma/fr/roches_noires/appartements/Location_Studio_Neuf_avec_Deux_chambres_57089374.htm,Avito
Casablanca,7500.0,100.0,Belvédère,Appartement,3,1,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Location_Appartement_Meubl%C3%A9_Neuf_euf_57143536.htm,Avito
Rabat,6000.0,100.0,Hay Nahda,Appartement,4,1,https://www.avito.ma/fr/hay_nahda/appartements/Appartement_meubl%C3%A9_57158073.htm,Avito
Casablanca,7500.0,60.0,Oasis,Appartement,2,1,https://www.avito.ma/fr/oasis/appartements/Studio_Meubl%C3%A9_Neuf_Haut_Standing_57089217.htm,Avito
Casablanca,4500.0,57.0,Roches Noires,Appartement,2,1,https://www.avito.ma/fr/roches_noires/appartements/Location_Studio_Vide_Neuf_56352898.htm,Avito
Casablanca,6000.0,60.0,Belvédère,Appartement,2,1,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Studio_vide_%C3%A0_louer_Belv%C3%A9d%C3%A8re_%C3%A0_Casa_57153793.htm,Avito
Casablanca,5500.0,90.0,Hay Hassani,Appartement,4,1,https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_louer_90_m%C2%B2_%C3%A0_Casablanca_57153789.htm,Avito
Casablanca,2400.0,56.0,Oulfa,Appartement,3,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_louer_56_m%C2%B2_%C3%A0_Casablanca_57153783.htm,Avito
Marrakech,30000.0,600.0,Targa,Villa,6,4,https://www.avito.ma/fr/targa/villas_et_riads/Villa_meubl%C3%A9e____4_chambres_avec_piscine_Targa_57153757.htm,Avito
Casablanca,3200.0,52.0,Al Mostakbal,Appartement,3,1,https://www.avito.ma/fr/al_mostakbal/appartements/Appartement_%C3%A0_louer_52_m%C2%B2_%C3%A0_Casablanca_57153700.htm,Avito
Casablanca,6000.0,90.0,2 Mars,Maison,4,1,https://www.avito.ma/fr/2_mars/appartements/Casablanca_extension_2_mars_57153629.htm,Avito
Marrakech,4000.0,65.0,Targa,Appartement,3,1,https://www.avito.ma/fr/targa/appartements/Appartement_%C3%A0_louer_57153596.htm,Avito
Casablanca,3500.0,40.0,Ain Sebaa,Appartement,2,1,https://www.avito.ma/fr/ain_sebaa/appartements/des_studios_Ain_sbaa_57157731.htm,Avito
Casablanca,8500.0,75.0,Maarif,Maison,3,1,https://www.avito.ma/fr/maarif/appartements/Appart_2_ch_meubl%C3%A9_%C3%A0_louer_avec_2_terrasses_55936470.htm,Avito
Casablanca,8500.0,48.0,Les Princesses,Appartement,2,1,https://www.avito.ma/fr/les_princesses/appartements/Studio_meubl%C3%A9_%C3%A0_louer_aux_princesses_56107041.htm,Avito
Casablanca,7300.0,51.0,Palmier,Appartement,2,1,https://www.avito.ma/fr/palmier/appartements/Studio_meubl%C3%A9_%C3%A0_louer_%C3%A0_Palmier_55829579.htm,Avito
Casablanca,5900.0,92.0,Almaz,Maison,3,1,https://www.avito.ma/fr/almaz/appartements/Bel_Appart_de_92m__2_CH__R%C3%A9sidence_Almaz_Garden_2_57132267.htm,Avito
Casablanca,7000.0,56.0,Les Princesses,Appartement,2,1,https://www.avito.ma/fr/les_princesses/appartements/Studio_meubl%C3%A9_%C3%A0_louer_aux_princesses_avec_terrasse_56246092.htm,Avito
Casablanca,8500.0,137.0,Les Princesses,Maison,4,1,https://www.avito.ma/fr/les_princesses/appartements/Appart_3_ch_vide_%C3%A0_louer_aux_princesses_56216812.htm,Avito
Casablanca,6500.0,58.0,Les Princesses,Appartement,2,1,https://www.avito.ma/fr/les_princesses/appartements/Studio_vide_%C3%A0_louer_au_quartier_princesses_56202166.htm,Avito
Casablanca,6500.0,80.0,Bourgogne,Appartement,4,1,https://www.avito.ma/fr/bourgogne/appartements/Appartements_%C3%A0_louer__bienvenue_%C3%A0_tous_57153389.htm,Avito
Casablanca,11111.0,48.0,Aïn Chock,Maison,6,2,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Location_et_achat_57153299.htm,Avito
Casablanca,8500.0,104.0,Bourgogne,Appartement,3,1,https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_louer_104_m%C2%B2_%C3%A0_Casablanca_57153291.htm,Avito
Marrakech,4000.0,80.0,Afaq,Appartement,3,1,https://www.avito.ma/fr/afaq/appartements/Appartement_%C3%A0_louer_57153212.htm,Avito
Tanger,12000.0,150.0,De La Plage,Appartement,3,1,https://www.avito.ma/fr/de_la_plage/appartements/Appartement_avec_terrasse_%C3%A0_louer_150_m%C2%B2_%C3%A0_Tanger_57025360.htm,Avito
Casablanca,2500.0,69.0,Sidi Bernoussi,Appartement,4,1,https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartements_%C3%A0_louer_69_m%C2%B2_%C3%A0_Casablanca_57152886.htm,Avito
Casablanca,5000.0,44.0,Roches Noires,Appartement,2,1,https://www.avito.ma/fr/roches_noires/appartements/Appartement_%C3%A0_louer_44_m%C2%B2_%C3%A0_Casablanca_57030361.htm,Avito
Casablanca,4800.0,123.0,Sidi Maarouf,Appartement,4,1,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_louer_123_m%C2%B2_%C3%A0_Casablanca_57152835.htm,Avito
Marrakech,6250.0,94.0,Majorelle,Appartement,2,1,https://www.avito.ma/fr/majorelle/bureaux/Tr%C3%A8s_bel_appartement_usage_bureau_vide_57152644.htm,Avito
Marrakech,8000.0,85.0,Hay Izdihar,Maison,3,1,https://www.avito.ma/fr/hay_izdihar/appartements/Beau_duplex_vide_%C3%A0_Hay_Izdihar_57152572.htm,Avito
Casablanca,38000.0,400.0,Aïn Diab,Villa,5,1,https://www.avito.ma/fr/a%C3%AFn_diab/villas_et_riads/VILLA_NEUVE_%C3%80_LOUER_%C3%80_AIN_DIAB_57152310.htm,Avito
Marrakech,15000.0,84.0,Ancienne Médina,Villa,5,1,https://www.avito.ma/fr/ancienne_m%C3%A9dina/villas_et_riads/A_louer_beau_riad_vide_%C3%A0_Marrakech_m%C3%A9dina_57152185.htm,Avito
Rabat,4000.0,400.0,Taqaddoum,Appartement,3,1,https://www.avito.ma/fr/taqaddoum/appartements/___Appartement_%C3%A0_louer___Rabat__Groupe_Rabeaa_proche_de_Chateau_57152146.htm,Avito
Casablanca,2800.0,70.0,Oulfa,Appartement,3,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_n_4_57152072.htm,Avito
Casablanca,5000.0,130.0,Aïn Chock,Appartement,4,1,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_louer_57071455.htm,Avito
Casablanca,7000.0,50.0,2 Mars,Maison,3,1,https://www.avito.ma/fr/2_mars/appartements/Appart_Benjdia_%C3%A0_louer_104_m%C2%B2_%C3%A0_Casablanca_57152027.htm,Avito
Casablanca,3000.0,842.4755007153076,Ben M'sick,Appartement,4,1,https://www.avito.ma/fr/ben_m_sick/appartements/Appartement_%C3%A0_louer_Duplex_57152003.htm,Avito
Rabat,14600.0,119.0,Souissi,Appartement,4,1,https://www.avito.ma/fr/souissi/appartements/Appartement_NEUF_meubl%C3%A9_3_ch_%C3%A0_menzeh_56471788.htm,Avito
Casablanca,8500.0,47.0,Oasis,Appartement,2,1,https://www.avito.ma/fr/oasis/appartements/studio_neuf_%C3%A0_louer_%C3%A0_oasis_jamais_habit%C3%A9_57151892.htm,Avito
Marrakech,60000.0,600.0,Route de Ouarzazate,Villa,5,1,https://www.avito.ma/fr/route_de_ouarzazate/villas_et_riads/Villa_avec_piscine_location_ou_sous_location_57151770.htm,Avito
Casablanca,7500.0,46.0,Casablanca Finance City,Appartement,2,1,https://www.avito.ma/fr/casablanca_finance_city/appartements/Studio_neuf_meubl%C3%A9_%C3%A0_louer_%C3%A0_cfc_57151762.htm,Avito
Casablanca,12000.0,121.0,Palmier,Appartement,3,1,https://www.avito.ma/fr/palmier/appartements/Appartement_Meubl%C3%A9_%C3%A0_louer_110_m%C2%B2_%C3%A0_Casablanca_57016915.htm,Avito
Tanger,4800.0,85.0,Beni Makada Lakdima,Appartement,4,1,https://www.avito.ma/fr/beni_makada_lakdima/appartements/Appartement_neuf_3_pi%C3%A8ces_%C3%A0_louer_57151712.htm,Avito
Tanger,5000.0,95.0,Centre,Maison,3,1,https://www.avito.ma/fr/centre/appartements/%D8%B4%D8%A7%D8%B1%D8%B9_%D9%81%D8%A7%D8%B3_%D9%85%D8%A8%D8%B1%D9%88%D9%83_57151709.htm,Avito
Rabat,5000.0,75.0,Hay el Fath,Appartement,3,1,https://www.avito.ma/fr/hay_el_fath/appartements/Appartement_meubl%C3%A9_%C3%A0_louer_mensuellement_57151522.htm,Avito
Casablanca,3500.0,46.0,Oulfa,Appartement,2,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_louer_46_m%C2%B2_%C3%A0_Casablanca_57151124.htm,Avito
Casablanca,2500.0,56.0,Hay Hassani,Appartement,3,1,https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_louer_56_m%C2%B2_%C3%A0_Casablanca_57151113.htm,Avito
Rabat,12000.0,113.0,Agdal,Appartement,5,1,https://www.avito.ma/fr/agdal/appartements/Appartement_meubl%C3%A9_de_3_chambres_sur_Agdal_56508197.htm,Avito
Rabat,11500.0,110.0,Hay Riad,Appartement,4,1,https://www.avito.ma/fr/hay_riad/appartements/Appartement_3_ch_vide_%C3%A0_louer_%C3%A0_Prestigia_56189096.htm,Avito
Rabat,12000.0,84.0,Agdal,Appartement,3,2,https://www.avito.ma/fr/agdal/appartements/Agdal__Appartement_style_europ%C3%A9en_%C3%A0_la_location__56513003.htm,Avito
Tanger,2800.0,60.0,Autre secteur,Appartement,3,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_2_chambres_Gzenaya_Versailles_57150997.htm,Avito
Casablanca,5500.0,90.0,Oulfa,Appartement,4,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_louer_90_m%C2%B2_%C3%A0_Casablanca_57150719.htm,Avito
Casablanca,2600.0,66.0,Ain Sebaa,Maison,3,1,https://www.avito.ma/fr/ain_sebaa/appartements/Top_appart_a_ain_sebaa_2600_57154304.htm,Avito
Casablanca,14000.0,110.0,Casablanca Finance City,Appartement,3,1,https://www.avito.ma/fr/casablanca_finance_city/appartements/Appartement_2_chambres_vide_CFC_57150643.htm,Avito
Tanger,3800.0,50.0,Beni Makada Lakdima,Appartement,2,1,https://www.avito.ma/fr/beni_makada_lakdima/appartements/Studio_Neuf_38m_meubl%C3%A9_%C3%A0_louer__A_partir_du_mois_de_Mars_57150490.htm,Avito
Marrakech,6300.0,90.0,Hay Massira,Appartement,3,1,https://www.avito.ma/fr/hay_massira/appartements/Appartement_Haut_standing_Ain_mazwar_57150436.htm,Avito
Rabat,20000.0,144.0,Autre secteur,Appartement,5,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_louer_%C3%A0_Rabat_Hay_Swissi_57150426.htm,Avito
Marrakech,25000.0,120.0,Av Mohammed VI,Appartement,4,1,https://www.avito.ma/fr/av_mohammed_vi/appartements/Appartement_3_ch_%C3%A0_Prestigia_Saphir_longue_dur%C3%A9e_57139618.htm,Avito
Marrakech,6300.0,120.0,Guéliz,Appartement,3,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_Centre_Gu%C3%A9liz_Haut_standing_57150362.htm,Avito
Marrakech,1500.0,57.0,M'Hamid,Maison,3,1,https://www.avito.ma/fr/m_hamid/appartements/Rrhan_2_millions_et_1500dh__Chari3_Nakhil_2_face_57150277.htm,Avito
Marrakech,2500.0,58.0,M'Hamid,Maison,3,1,https://www.avito.ma/fr/m_hamid/appartements/2em_sans_ascenseur_location_2500_e5000dh_caution_57150268.htm,Avito
Casablanca,5900.0,100.0,Anfa,Appartement,4,1,https://www.avito.ma/fr/anfa/appartements/Appartement_%C3%A0_louer_57150263.htm,Avito
Marrakech,2500.0,60.0,M'Hamid,Maison,3,1,https://www.avito.ma/fr/m_hamid/appartements/Location_directe_2500dh_2_mois_caution_2em_57150242.htm,Avito
Casablanca,3000.0,842.4755007153076,Ben M'sick,Appartement,4,1,https://www.avito.ma/fr/ben_m_sick/appartements/Appartement_%C3%A0_louer_RDC_Duplex_57150142.htm,Avito
Casablanca,3200.0,50.0,Errahma,Appartement,3,1,https://www.avito.ma/fr/errahma/appartements/appartement_meubl%C3%A9_tr%C3%A8s_bien_%C3%A9quip%C3%A9_%C3%A0_louer_57149988.htm,Avito
Marrakech,6000.0,80.0,Allal El Fassi,Appartement,3,1,https://www.avito.ma/fr/allal_el_fassi/appartements/Appartement_tr%C3%A8s_chic_meubl%C3%A9_%C3%A0_louer_57095843.htm,Avito
Rabat,4800.0,100.0,Quartier de l'Océan,Appartement,3,1,https://www.avito.ma/fr/quartier_de_l_oc%C3%A9an/appartements/Appartement_%C3%A0_louer_l_oc%C3%A9an_57153108.htm,Avito
Marrakech,6000.0,70.0,Amerchich,Appartement,3,1,https://www.avito.ma/fr/amerchich/appartements/Appartement_%C3%A0_louer_57149567.htm,Avito
Casablanca,25000.0,450.0,Autre secteur,Villa,5,1,https://www.avito.ma/fr/autre_secteur/villas_et_riads/%C3%80_LOUER_VILLA_NEUF_%C3%80_5MIN_DE_MOROCO_MAUL_57149514.htm,Avito
Rabat,11000.0,167.0,Hay Riad,Appartement,4,1,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_louer_%C3%A0_Riyad_49798612.htm,Avito
Tanger,5500.0,90.0,Mesnana,Appartement,4,1,https://www.avito.ma/fr/mesnana/appartements/Appartement_%C3%A0_louer_%C3%A0_Tunnel_Mssanana_57149409.htm,Avito
Casablanca,5500.0,55.0,Gauthier,Appartement,2,1,https://www.avito.ma/fr/gauthier/appartements/Studio_55m_Meubl%C3%A9_Boulevard_D_anfa_56717549.htm,Avito
Casablanca,16000.0,153.0,Val d'Anfa,Appartement,5,1,https://www.avito.ma/fr/val_d_anfa/appartements/Appartement_moderne_%C3%A0_Val_d_anfa_vue_mer_57149026.htm,Avito
Tanger,4000.0,120.0,Ahlane,Appartement,3,1,https://www.avito.ma/fr/ahlane/appartements/Appartement_familial_%C3%A0_louer_pr%C3%A8s_de_l_h%C3%B4tel_Ahla_57148996.htm,Avito
Casablanca,6000.0,80.0,Hay Laymouna,Appartement,2,1,https://www.avito.ma/fr/hay_laymouna/appartements/%C3%80_Louer_Appartement_Meubl%C3%A9_Tout_Inclus_57148946.htm,Avito
Casablanca,6000.0,60.0,Oulfa,Appartement,1,1,https://www.avito.ma/fr/oulfa/appartements/Studio_%C3%A0_louer_%C3%A0_Casablanca_57148885.htm,Avito
Tanger,10500.0,120.0,Iberie,Appartement,3,1,https://www.avito.ma/fr/iberie/appartements/Magnifique_appartement_%C3%A0_louer_%C3%A0_iberia_57148864.htm,Avito
Marrakech,4000.0,80.0,Afaq,Appartement,3,1,https://www.avito.ma/fr/afaq/appartements/Appartement_%C3%A0_louer_57152219.htm,Avito
Casablanca,2500.0,58.0,Hay Hassani,Appartement,3,1,https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_louer_58_m%C2%B2_%C3%A0_Casablanca_57148806.htm,Avito
Marrakech,6500.0,85.0,Route de Tahanaoute,Appartement,3,1,https://www.avito.ma/fr/route_de_tahanaoute/appartements/Coquet_appartement_meubl%C3%A9_avec_terrasse_57148704.htm,Avito
Casablanca,5500.0,48.0,Maarif,Appartement,2,1,https://www.avito.ma/fr/maarif/appartements/Studio_meubl%C3%A9_48m%C2%B2_Maarif_56938603.htm,Avito
Casablanca,4800.0,49.0,Belvédère,Appartement,1,1,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Studio_%C3%A0_louer_Quartier_Belv%C3%A9d%C3%A8re__proche_Gare__57148539.htm,Avito
Rabat,2800.0,60.0,Hay Nahda,Appartement,2,1,https://www.avito.ma/fr/hay_nahda/appartements/Studio_%C3%A0_louer_%C3%A0_Rabat_Hay_Nahda_1_57148427.htm,Avito
Casablanca,2500.0,80.0,Oulfa,Appartement,3,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_louer_80_m%C2%B2_%C3%A0_Casablanca_57148380.htm,Avito
Casablanca,2000.0,55.0,Oulfa,Appartement,3,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_louer_55_m%C2%B2_%C3%A0_Casablanca_57148288.htm,Avito
Casablanca,5500.0,90.0,Oulfa,Appartement,4,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_louer_90_m%C2%B2_%C3%A0_Casablanca_57148234.htm,Avito
Casablanca,3000.0,84.0,Sidi Moumen,Maison,3,1,https://www.avito.ma/fr/sidi_moumen/appartements/Casablanca_%C3%A0_louer_57148161.htm,Avito
Tanger,4200.0,120.0,Aida,Appartement,4,1,https://www.avito.ma/fr/aida/appartements/Appartement_vide_%C3%A0_louer_120_m%C2%B2_%C3%A0_Tanger_56998779.htm,Avito
Casablanca,7750.0,74.0,La Gironde,Appartement,2,1,https://www.avito.ma/fr/la_gironde/appartements/Appartement_%C3%A0_louer_74_m%C2%B2_%C3%A0_Casablanca_57148131.htm,Avito
Rabat,3500.0,35.0,Agdal,Appartement,1,1,https://www.avito.ma/fr/agdal/appartements/Studios_%C3%A0_louer_agdal_rabat_57148053.htm,Avito
Casablanca,4500.0,65.0,Ain Sebaa,Appartement,3,1,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_65m%C2%B2_%C3%A0_louer_longue_dur%C3%A9e___A%C3%AFn_Seba%C3%A2_57024881.htm,Avito
Casablanca,7500.0,120.0,Maârif Extension,Appartement,3,1,https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Appartement_%C3%A0_louer_120_m%C2%B2_%C3%A0_Casablanca_57147979.htm,Avito
Marrakech,2100.0,60.0,M'Hamid,Maison,3,1,https://www.avito.ma/fr/m_hamid/appartements/2100_dh_location_4_million_caution_jardin_Chrifia_57147932.htm,Avito
Marrakech,2900.0,60.0,M'Hamid,Appartement,3,1,https://www.avito.ma/fr/m_hamid/appartements/Appartement_vide__excellents_emplacements__Pr%C3%A8s_de_l_a%C3%A9roport_57147864.htm,Avito
Rabat,16000.0,155.0,Hay Riad,Appartement,5,1,https://www.avito.ma/fr/hay_riad/appartements/Appartement_meubl%C3%A9_%C3%A0_Prestigia_Rabat_56895316.htm,Avito
Marrakech,9000.0,80.0,Route de Safi,Appartement,3,1,https://www.avito.ma/fr/route_de_safi/appartements/Joli_appartement_2_chambres_mruble_neuf_57040331.htm,Avito
Marrakech,11000.0,56.0,Guéliz,Appartement,1,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_louer_60_m%C2%B2_%C3%A0_Marrakech_57147804.htm,Avito
Marrakech,2500.0,74.0,M'Hamid,Maison,3,1,https://www.avito.ma/fr/m_hamid/appartements/Meubl%C3%A9_%C3%A0_louer_filles_2500dh_1_mois_caution_57147694.htm,Avito
Tanger,5500.0,90.0,Val Fleuri,Appartement,3,1,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_louer_57147682.htm,Avito
Tanger,9000.0,100.0,Centre ville,Appartement,3,1,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_louer_longue_dur%C3%A9e_57147672.htm,Avito
Marrakech,50000.0,400.0,Agdal,Villa,8,3,https://www.avito.ma/fr/agdal/villas_et_riads/Jolie_villa_meubl%C3%A9e_moderne_location_57147484.htm,Avito
Casablanca,6500.0,60.0,2 Mars,Appartement,2,1,https://www.avito.ma/fr/2_mars/appartements/Luxe_Studio_haut_standing_Ensoleill%C3%A9_55891535.htm,Avito
Marrakech,10000.0,89.0,Guéliz,Appartement,3,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/___Bel_appartement_%C3%A0_louer_57147328.htm,Avito
Marrakech,8200.0,94.0,Centre Ville,Appartement,3,1,https://www.avito.ma/fr/centre_ville/appartements/Joli_appartement_vide_au_centre_ville_57146856.htm,Avito
Marrakech,4800.0,60.0,Hay Charaf,Appartement,3,1,https://www.avito.ma/fr/hay_charaf/appartements/Appartement_Cartier_Charaf_2%C3%A8me_%C3%A9tage_57146816.htm,Avito
Marrakech,5200.0,90.0,Centre Ville,Appartement,3,1,https://www.avito.ma/fr/centre_ville/appartements/Appartement_Vide_Cartier_Hay_Zaytoun_120_M2_57146814.htm,Avito
Casablanca,3300.0,80.0,Sidi Moumen,Maison,3,1,https://www.avito.ma/fr/sidi_moumen/appartements/Hay_Al_Houda_Sidi_Moumen_Al_Jadid_57146810.htm,Avito
Marrakech,6000.0,70.0,Guéliz,Maison,3,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appart_Marrakech_location_57146734.htm,Avito
Marrakech,4500.0,62.0,Mabrouka,Appartement,3,1,https://www.avito.ma/fr/mabrouka/appartements/Appartement_%C3%A0_louer_62_m%C2%B2_%C3%A0_Marrakech_57150247.htm,Avito
Tanger,4000.0,65.0,Mesnana,Appartement,3,1,https://www.avito.ma/fr/mesnana/appartements/Appartement_%C3%A0_Mesnana_Golf_57146617.htm,Avito
Casablanca,7800.0,35.0,Racine,Appartement,2,1,https://www.avito.ma/fr/racine/appartements/Studio_Neuf_Premium_%C3%A0_Racine_57146544.htm,Avito
Marrakech,4000.0,58.0,Daoudiate,Appartement,2,1,https://www.avito.ma/fr/daoudiate/appartements/Appartement_meubl%C3%A9_%C3%A0_louer_%C3%A0_Diour_Marjane_57146538.htm,Avito
Casablanca,6500.0,45.0,Bourgogne,Appartement,2,1,https://www.avito.ma/fr/bourgogne/appartements/Superbe_Studio_Meubl%C3%A9_%C3%A0_Bourgogne_57146532.htm,Avito
Casablanca,9000.0,108.0,Maarif,Appartement,3,1,https://www.avito.ma/fr/maarif/appartements/Appartement_de_2_chambres_vide_racine_57146536.htm,Avito
Casablanca,8500.0,51.0,Racine,Appartement,2,1,https://www.avito.ma/fr/racine/appartements/Studio_Spacieux_Avec_Terrasse_%C3%A0_Racine_57146515.htm,Avito
Marrakech,20000.0,500.0,Route de Fès,Villa,7,2,https://www.avito.ma/fr/route_de_f%C3%A8s/villas_et_riads/Villa_5_chambres_Longue_dur%C3%A9e_57146507.htm,Avito
Casablanca,6500.0,60.0,Bourgogne,Appartement,3,1,https://www.avito.ma/fr/bourgogne/appartements/Appartement_Vide_%C3%A0_louer_%C3%A0_Bourgogne_57146503.htm,Avito
Casablanca,11500.0,120.0,Maârif Extension,Appartement,5,1,https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Bel_Appartement_Meubl%C3%A9_%C3%A0_Maarif_56576048.htm,Avito
Casablanca,15000.0,226.0,Palmier,Appartement,6,2,https://www.avito.ma/fr/palmier/appartements/Grand_Appartement_Meubl%C3%A9_%C3%A0_Palmier_57146419.htm,Avito
Tanger,4200.0,60.0,Malabata,Appartement,3,1,https://www.avito.ma/fr/malabata/appartements/Appartement_au_coeur_de_malabata_57146239.htm,Avito
Casablanca,3500.0,60.0,Mers Sultan,Appartement,2,1,https://www.avito.ma/fr/mers_sultan/appartements/Appartement_de_60m2_d%C3%A9but_ben_Ejdia_%C3%A0_louer_56213026.htm,Avito
Casablanca,1000.0,74.0,Oulfa,Appartement,2,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_louer_74_m%C2%B2_%C3%A0_Casablanca_57149565.htm,Avito
الدار البيضاء,7000.0,56.0,Les Princesses,Appartement,2,1,https://www.avito.ma/fr/les_princesses/appartements/STUDIO_MEUBL%C3%89_NEUF_%C3%80_LOUER_%C3%80_LES_PRINCESSES_57146110.htm,Avito
Casablanca,3000.0,59.0,Oulfa,Appartement,3,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_louer_59_m%C2%B2_%C3%A0_Casablanca_57146084.htm,Avito
Casablanca,5200.0,60.0,Maarif,Appartement,2,1,https://www.avito.ma/fr/maarif/appartements/STUDIO_AVEC_GR_TERASSE_%C3%80_LOUER_%C3%80_MAARIF_57146079.htm,Avito
Casablanca,9000.0,56.0,Palmier,Appartement,2,1,https://www.avito.ma/fr/palmier/appartements/Appartement_%C3%A0_louer_52_m%C2%B2_%C3%A0_Casablanca_57145795.htm,Avito
Casablanca,7900.0,70.0,Quartier des Hôpitaux,Appartement,2,1,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_%C3%A0_louer_%C3%A0_Gauthier_55917035.htm,Avito
Casablanca,4500.0,80.0,Bourgogne,Appartement,3,1,https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_louer_87_m%C2%B2_%C3%A0_Casablanca_57145560.htm,Avito
Casablanca,5300.0,57.0,Quartier des Hôpitaux,Appartement,2,1,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Studio_%C3%A0_louer_%C3%A0_Anoual_57021248.htm,Avito
Casablanca,7500.0,110.0,Almaz,Appartement,3,1,https://www.avito.ma/fr/almaz/appartements/Appartement_meubl%C3%A9_110m%C2%B2_Almaz_49612373.htm,Avito
Tanger,9000.0,100.0,Mozart,Appartement,3,1,https://www.avito.ma/fr/mozart/appartements/Appartement_Meubl%C3%A9_Enti%C3%A8rement_R%C3%A9nov%C3%A9_%C3%A0_Neuf_57145108.htm,Avito
